timestamp,top20elec,top20heat,top50elec,top50heat,allelec,allheat,top20cop,top50cop,allcop,all_minus_top20_elec,all_minus_top20_heat,all_minus_top20_cop,all_minus_top50_elec,all_minus_top50_heat,all_minus_top50_cop,apparent_temperature (°C),predicted_consumption_Hybrid
2024-01-06 17:00:00+00:00,10871.0,44939.0,31498.0,123833.0,80614.0,268457.0,4.133842332812069,3.9314559654581243,3.3301535713399657,69743.0,223518.0,3.20488077656539,49116.0,144624.0,2.9445394576105546,1.4,735.8229278476217
2024-01-06 18:00:00+00:00,9417.0,40130.0,31212.0,129670.0,80752.0,302194.0,4.261442072846979,4.154491862104319,3.742247870021795,71335.0,262064.0,3.6737085582112567,49540.0,172524.0,3.4825191764230925,-0.6,765.7659679327058
2024-01-06 19:00:00+00:00,9744.0,41791.0,28101.0,114979.0,83310.0,293874.0,4.288895730706075,4.091633749688623,3.5274756931940945,73566.0,252083.0,3.4266237120408887,55209.0,178895.0,3.2403231357206255,-1.3,775.8659150893947
2024-01-06 20:00:00+00:00,8504.0,34433.0,25886.0,100587.0,82622.0,278408.0,4.049035747883349,3.8857683690025495,3.36965941274721,74118.0,243975.0,3.291710515664211,56736.0,177821.0,3.134182882120699,-1.7,775.2856681028247
2024-01-06 21:00:00+00:00,9267.0,34898.0,26056.0,99545.0,73002.0,246533.0,3.76583576130355,3.8204252379490327,3.377071861044903,63735.0,211635.0,3.3205460108260767,46946.0,146988.0,3.1310015762791292,-2.1,693.4068711532174
2024-01-06 22:00:00+00:00,8393.0,39656.0,24197.0,95113.0,62243.0,210572.0,4.724889789109973,3.930776542546597,3.383063155696223,53850.0,170916.0,3.1739275766016712,38046.0,115459.0,3.034721127056721,-2.5,666.8008589902395
2024-01-06 23:00:00+00:00,8287.0,33164.0,22220.0,85226.0,52915.0,178207.0,4.001930734885966,3.8355535553555358,3.3677974109420767,44628.0,145043.0,3.2500448149144034,30695.0,92981.0,3.0291904218928165,-2.1,651.4489104650977
2024-01-07 00:00:00+00:00,9803.0,38329.0,26393.0,94579.0,65417.0,210374.0,3.909925533000102,3.5834880460728225,3.2158918935444913,55614.0,172045.0,3.093555579530334,39024.0,115795.0,2.9672765477654774,-1.8,658.1147653888128
2024-01-07 01:00:00+00:00,9976.0,43611.0,33698.0,121926.0,73735.0,228742.0,4.371591820368885,3.6181969256335687,3.1022174001491827,63759.0,185131.0,2.9036057654605623,40037.0,106816.0,2.6679321627494565,-2.0,674.2089391634086
2024-01-07 02:00:00+00:00,9521.0,37579.0,34314.0,122049.0,76236.0,251157.0,3.9469593530091376,3.556828116803637,3.2944671808594364,66715.0,213578.0,3.20134902195908,41922.0,129108.0,3.079719479032489,-0.2,690.2295516450208
2024-01-07 03:00:00+00:00,9764.0,37012.0,31810.0,111754.0,88540.0,273931.0,3.7906595657517412,3.5131719585036154,3.0938671786763043,78776.0,236919.0,3.0075022849598865,56730.0,162177.0,2.858751983077737,0.2,727.3645416808208
2024-01-07 04:00:00+00:00,10420.0,41578.0,35721.0,123950.0,97135.0,298508.0,3.99021113243762,3.4699476498418296,3.0731250321717196,86715.0,256930.0,2.96292452286225,61414.0,174558.0,2.842316084280457,0.2,802.188986036636
2024-01-07 05:00:00+00:00,11661.0,41200.0,30385.0,109221.0,91429.0,287642.0,3.533144670268416,3.5945696889912786,3.1460696277986195,79768.0,246442.0,3.0894845050646875,61044.0,178421.0,2.922826158180984,-0.2,862.287427505745
2024-01-07 06:00:00+00:00,9315.0,33105.0,31944.0,107272.0,110621.0,327317.0,3.5539452495974233,3.3581267217630852,2.958904728758554,101306.0,294212.0,2.9041912621167554,78677.0,220045.0,2.79681482517127,-0.8,885.3615435292311
2024-01-07 07:00:00+00:00,13398.0,53014.0,31229.0,119550.0,102833.0,318948.0,3.9568592327213015,3.8281725319414646,3.1016113504419787,89435.0,265934.0,2.9734891261810255,71604.0,199398.0,2.7847326964974024,-1.4,905.4954534303614
2024-01-07 08:00:00+00:00,11564.0,41001.0,36171.0,131255.0,103707.0,334640.0,3.5455724662746455,3.628735727516519,3.2267831486784884,92143.0,293639.0,3.1867749042249547,67536.0,203385.0,3.011504975124378,-2.4,922.3387041153264
2024-01-07 09:00:00+00:00,10431.0,35254.0,37274.0,133105.0,103233.0,326102.0,3.3797334867222704,3.5709878199281,3.158892989644784,92802.0,290848.0,3.134070386414086,65959.0,192997.0,2.9260146454615747,-2.2,908.4932347871386
2024-01-07 10:00:00+00:00,9875.0,42059.0,34900.0,137614.0,105539.0,343551.0,4.259139240506329,3.9430945558739254,3.2552042372961654,95664.0,301492.0,3.1515721692590732,70639.0,205937.0,2.9153442149520803,-2.4,895.080726111821
2024-01-07 11:00:00+00:00,8495.0,36513.0,27416.0,99826.0,91047.0,290469.0,4.298175397292525,3.6411584476218266,3.1903192856436786,82552.0,253956.0,3.076315534451013,63631.0,190643.0,2.9960710974210683,-2.1,881.8254649948753
2024-01-07 12:00:00+00:00,6320.0,26511.0,23561.0,96570.0,74773.0,257296.0,4.1947784810126585,4.098722465090616,3.441028178620625,68453.0,230785.0,3.371437336566695,51212.0,160726.0,3.1384441146606266,-1.4,876.1751161418455
2024-01-07 13:00:00+00:00,8043.0,36128.0,27724.0,103641.0,83735.0,268030.0,4.491856272535124,3.7383133746934063,3.2009315101212157,75692.0,231902.0,3.063758389261745,56011.0,164389.0,2.9349413508060915,-1.6,875.9853535335886
2024-01-07 14:00:00+00:00,8067.0,29322.0,32185.0,111761.0,87014.0,283842.0,3.6348084789884716,3.472456113096163,3.2620268002850117,78947.0,254520.0,3.2239350450302102,54829.0,172081.0,3.1385033467690455,-1.8,884.2730523844267
2024-01-07 15:00:00+00:00,8475.0,34535.0,29121.0,116272.0,91799.0,308201.0,4.074926253687315,3.9927200302187424,3.3573459405875883,83324.0,273666.0,3.28435984830301,62678.0,191929.0,3.0621430166884713,-2.0,893.1069427581691
2024-01-07 16:00:00+00:00,12039.0,48978.0,34977.0,131688.0,87544.0,294416.0,4.068278096187391,3.7649884209623465,3.363063145389747,75505.0,245438.0,3.2506191642937554,52567.0,162728.0,3.0956303384252477,-2.2,903.551371479856
2024-01-07 17:00:00+00:00,9792.0,37068.0,31233.0,115952.0,91286.0,282750.0,3.7855392156862746,3.712483591073544,3.0974081458273997,81494.0,245682.0,3.0147250104302157,60053.0,166798.0,2.7775131966762694,-2.0,909.6732095840928
2024-01-07 18:00:00+00:00,10074.0,35955.0,30734.0,111597.0,84982.0,287280.0,3.569088743299583,3.63106006377302,3.380480572356499,74908.0,251325.0,3.355115608479735,54248.0,175683.0,3.2385157056481346,-2.1,909.5589549973432
2024-01-07 19:00:00+00:00,11146.0,42822.0,37571.0,135224.0,102811.0,336709.0,3.8419163825587654,3.599158925767214,3.275028936592388,91665.0,293887.0,3.2060982926962307,65240.0,201485.0,3.0883660331085223,-2.6,909.295590724622
2024-01-07 20:00:00+00:00,10054.0,36769.0,35399.0,120306.0,98010.0,313021.0,3.6571513825343147,3.3985705810898614,3.1937659422507907,87956.0,276252.0,3.140797671563054,62611.0,192715.0,3.0779735190302024,-3.0,890.5525275537274
2024-01-07 21:00:00+00:00,10609.0,41897.0,32336.0,114013.0,100218.0,322310.0,3.9491940804976906,3.5258844631370607,3.2160889261410124,89609.0,280413.0,3.129295048488433,67882.0,208297.0,3.0685159541557407,-3.4,826.7793098405527
2024-01-07 22:00:00+00:00,11427.0,43078.0,28772.0,105762.0,72812.0,235479.0,3.769843353461101,3.6758654247184763,3.2340685601274517,61385.0,192401.0,3.1343324916510547,44040.0,129717.0,2.945435967302452,-3.5,812.37534545989
2024-01-07 23:00:00+00:00,7653.0,27639.0,26716.0,98567.0,59647.0,196961.0,3.6115248921991374,3.6894370414732744,3.302110751588512,51994.0,169322.0,3.2565680655460247,32931.0,98394.0,2.9878837569463426,-3.1,808.5234016163612
2024-01-08 00:00:00+00:00,13259.0,50125.0,33137.0,117981.0,74932.0,232131.0,3.7804510144053096,3.5604007604792227,3.097888752468905,61673.0,182006.0,2.9511455580237707,41795.0,114150.0,2.7311879411412847,-2.5,805.6747270975943
2024-01-08 01:00:00+00:00,11489.0,43031.0,34837.0,124001.0,80789.0,254064.0,3.7454086517538516,3.559462640296237,3.1447845622547623,69300.0,211033.0,3.045209235209235,45952.0,130063.0,2.830409993036212,-2.7,806.7056253483815
2024-01-08 02:00:00+00:00,10096.0,42054.0,36424.0,135754.0,90149.0,289021.0,4.165412044374009,3.7270481001537448,3.2060366726197738,80053.0,246967.0,3.0850436585761933,53725.0,153267.0,2.852805956258725,-2.8,816.4038731484574
2024-01-08 03:00:00+00:00,11580.0,43860.0,35601.0,128682.0,100632.0,313337.0,3.7875647668393784,3.614561388725036,3.113691469910168,89052.0,269477.0,3.0260634236176616,65031.0,184655.0,2.8394919346157987,-2.9,874.209333136591
2024-01-08 04:00:00+00:00,9553.0,38411.0,36538.0,133652.0,98838.0,304058.0,4.020831152517534,3.6578904154578793,3.0763269187964144,89285.0,265647.0,2.9752702021616173,62300.0,170406.0,2.7352487961476726,-3.2,963.2828323634582
2024-01-08 05:00:00+00:00,9727.0,36005.0,34039.0,126348.0,106187.0,327960.0,3.70155237997327,3.7118599253797115,3.088513659864202,96460.0,291955.0,3.0266950031100976,72148.0,201612.0,2.7944225758163777,-3.1,1002.9209329194732
2024-01-08 06:00:00+00:00,8854.0,34008.0,32366.0,122427.0,114157.0,360717.0,3.840975830133273,3.782580485694865,3.159832511365926,105303.0,326709.0,3.1025611805931455,81791.0,238290.0,2.913401229964177,-3.1,1019.5588164103456
2024-01-08 07:00:00+00:00,9658.0,38460.0,37107.0,137518.0,118825.0,373765.0,3.9821909297991303,3.7059853935915057,3.1455081001472753,109167.0,335305.0,3.0714868046204438,81718.0,236247.0,2.8910032061479725,-3.6,1055.2904930731054
2024-01-08 08:00:00+00:00,9960.0,40209.0,38320.0,133860.0,111305.0,347890.0,4.037048192771084,3.49321503131524,3.1255559049458697,101345.0,307681.0,3.03597612117026,72985.0,214030.0,2.932520380900185,-3.2,1047.341912231465
2024-01-08 09:00:00+00:00,8175.0,34078.0,36057.0,143890.0,109983.0,366031.0,4.168562691131498,3.9906259533516377,3.328068883372885,101808.0,331953.0,3.260578736445073,73926.0,222141.0,3.0049103157211263,-3.2,1035.6288887482867
2024-01-08 10:00:00+00:00,8827.0,36986.0,35382.0,135144.0,104559.0,344751.0,4.190098561232582,3.8195692725114463,3.2971910595931484,95732.0,307765.0,3.214860234822212,69177.0,209607.0,3.030009974413461,-3.6,1030.7493780137158
2024-01-08 11:00:00+00:00,12212.0,51171.0,37025.0,142709.0,105350.0,350272.0,4.190222731739273,3.8543956785955436,3.3248410061699096,93138.0,299101.0,3.2113745195301595,68325.0,207563.0,3.037877789974387,-3.7,1021.6878763991044
2024-01-08 12:00:00+00:00,9265.0,39899.0,30903.0,117352.0,93526.0,303968.0,4.3064220183486235,3.797430670161473,3.2500908838184035,84261.0,264069.0,3.133940969131627,62623.0,186616.0,2.9799913769701227,-2.7,1010.1371583452268
2024-01-08 13:00:00+00:00,9827.0,42991.0,36087.0,136088.0,106045.0,353858.0,4.37478375903124,3.771108709507579,3.3368664246310527,96218.0,310867.0,3.2308611694277576,69958.0,217770.0,3.1128677206323796,-3.4,1011.1628001824226
2024-01-08 14:00:00+00:00,10825.0,46414.0,37825.0,134893.0,103682.0,335553.0,4.287667436489607,3.5662392597488433,3.2363669682297793,92857.0,289139.0,3.1138094058606245,65857.0,200660.0,3.0469046570599936,-3.3,1021.834214369094
2024-01-08 15:00:00+00:00,10046.0,41114.0,37736.0,144148.0,113302.0,367499.0,4.092574158869201,3.8199067203731185,3.243534977317258,103256.0,326385.0,3.1609301154412335,75566.0,223351.0,2.955707593362094,-3.0,1024.9655806855462
2024-01-08 16:00:00+00:00,13096.0,49933.0,39186.0,149362.0,102830.0,344489.0,3.8128436163714112,3.8116163936099627,3.35008266070213,89734.0,294556.0,3.2825461920788106,63644.0,195127.0,3.065913518949155,-3.6,1034.7562006993342
2024-01-08 17:00:00+00:00,11582.0,37624.0,39216.0,134901.0,97500.0,303892.0,3.2484890347090314,3.439947980416157,3.1168410256410257,85918.0,266268.0,3.0990944854396054,58284.0,168991.0,2.899440669823622,-4.2,1053.813170900666
2024-01-08 18:00:00+00:00,12579.0,45051.0,40184.0,141497.0,99891.0,316372.0,3.5814452659193896,3.521227354170814,3.167172217717312,87312.0,271321.0,3.107488088693421,59707.0,174875.0,2.928886060260941,-4.5,1058.5675527617038
2024-01-08 19:00:00+00:00,11227.0,46584.0,34739.0,131444.0,105780.0,348896.0,4.149282978533892,3.783758887705461,3.29831726224239,94553.0,302312.0,3.1972756020432986,71041.0,217452.0,3.0609366422206894,-4.7,1056.0334312470663
2024-01-08 20:00:00+00:00,9876.0,39844.0,35388.0,132659.0,104928.0,332637.0,4.034426893479141,3.748700124335933,3.170145242451967,95052.0,292793.0,3.0803454950974203,69540.0,199978.0,2.875726200747771,-4.6,1016.615406065664
2024-01-08 21:00:00+00:00,10849.0,41602.0,35385.0,125424.0,108086.0,344018.0,3.8346391372476725,3.5445527766002543,3.182817386155469,97237.0,302416.0,3.1100918374692763,72701.0,218594.0,3.0067536897704294,-5.3,953.1408599485516
2024-01-08 22:00:00+00:00,8606.0,32511.0,29626.0,109226.0,82066.0,265870.0,3.7777132233325585,3.6868291365692296,3.2397095021080595,73460.0,233359.0,3.1766811870405665,52440.0,156644.0,2.987109077040427,-5.1,932.0069815783888
2024-01-08 23:00:00+00:00,8519.0,36759.0,30397.0,115494.0,73942.0,245322.0,4.314943068435262,3.799519689443037,3.317762570663493,65423.0,208563.0,3.18791556486251,43545.0,129828.0,2.981467447468136,-5.2,938.4918713653404
2024-01-09 00:00:00+00:00,12002.0,48097.0,33382.0,121579.0,77829.0,249039.0,4.00741543076154,3.6420526031993288,3.1998226882010563,65827.0,200942.0,3.052577209959439,44447.0,127460.0,2.8676851081062837,-5.4,951.936368668592
2024-01-09 01:00:00+00:00,9804.0,39286.0,36958.0,131352.0,86961.0,277998.0,4.007139942880457,3.554088424698306,3.1968123641632458,77157.0,238712.0,3.0938476094197545,50003.0,146646.0,2.9327440353578784,-5.9,970.8709401259076
2024-01-09 02:00:00+00:00,12977.0,49019.0,44050.0,152643.0,105390.0,336953.0,3.777375356399784,3.4652213393870603,3.1972008729480974,92413.0,287934.0,3.115730470821205,61340.0,184310.0,3.0047277469840235,-5.6,984.4755908574484
2024-01-09 03:00:00+00:00,12975.0,47830.0,42421.0,152146.0,107551.0,343981.0,3.686319845857418,3.586572688055444,3.198305919982148,94576.0,296151.0,3.131354677719506,65130.0,191835.0,2.9454168585905114,-5.6,1030.5810425883978
2024-01-09 04:00:00+00:00,11953.0,45183.0,41139.0,140339.0,108207.0,329681.0,3.7800552162636993,3.411337173971171,3.0467622242553625,96254.0,284498.0,2.9557005423151246,67068.0,189342.0,2.8231347289318305,-5.7,1105.5966687452024
2024-01-09 05:00:00+00:00,12527.0,47473.0,38828.0,138604.0,111685.0,346135.0,3.7896543466113197,3.5696919748635008,3.0992075927832743,99158.0,298662.0,3.01198087900119,72857.0,207531.0,2.848470291118218,-5.7,1135.309322106884
2024-01-09 06:00:00+00:00,10232.0,36979.0,35777.0,118985.0,120272.0,363403.0,3.6140539483971854,3.3257400005590183,3.021509578289211,110040.0,326424.0,2.966412213740458,84495.0,244418.0,2.8926918752588913,-5.5,1131.4938737058924
2024-01-09 07:00:00+00:00,12309.0,47736.0,36059.0,125622.0,119752.0,364040.0,3.8781379478430416,3.483790454532849,3.039949228405371,107443.0,316304.0,2.943923754921214,83693.0,238418.0,2.8487209205070916,-5.7,1143.190936189941
2024-01-09 08:00:00+00:00,12530.0,49680.0,40610.0,142452.0,128815.0,388468.0,3.96488427773344,3.5078059591233686,3.0157046927764624,116285.0,338788.0,2.913428215161027,88205.0,246016.0,2.7891389377019444,-6.4,1329.868445257871
2024-01-09 09:00:00+00:00,10501.0,41642.0,39684.0,142291.0,124851.0,381176.0,3.965527092657842,3.5856012498740046,3.053047232300903,114350.0,339534.0,2.969252295583734,85167.0,238885.0,2.8049009592917447,-6.7,1343.8505594686944
2024-01-09 10:00:00+00:00,11883.0,48228.0,38689.0,143071.0,112015.0,354004.0,4.058571067912143,3.6979761689369073,3.1603267419542025,100132.0,305776.0,3.053729077617545,73326.0,210933.0,2.8766467555846496,-6.6,1340.69320650077
2024-01-09 11:00:00+00:00,9202.0,38610.0,32932.0,125995.0,98851.0,318629.0,4.195826994131711,3.8259140046155715,3.2233260159229546,89649.0,280019.0,3.123503887383016,65919.0,192634.0,2.922283408425492,-6.4,1262.5210513137467
2024-01-09 12:00:00+00:00,8843.0,35923.0,33736.0,129238.0,96429.0,321103.0,4.062309171095782,3.8308631728717097,3.32994223729376,87586.0,285180.0,3.255999817322403,62693.0,191865.0,3.060389517170976,-5.8,1091.935419262649
2024-01-09 13:00:00+00:00,8346.0,36606.0,33659.0,123534.0,94379.0,303976.0,4.3860531991373115,3.670162512255266,3.220801237563441,86033.0,267370.0,3.107760975439657,60720.0,180442.0,2.9717061923583663,-5.3,1081.3789674348386
2024-01-09 14:00:00+00:00,8603.0,37821.0,36595.0,129516.0,103529.0,331233.0,4.396257119609438,3.539172018035251,3.1994223840663003,94926.0,293412.0,3.090955059730738,66934.0,201717.0,3.013670182567903,-4.0,1063.2618141653802
2024-01-09 15:00:00+00:00,8513.0,39473.0,27483.0,107748.0,98515.0,325758.0,4.6367907905556205,3.9205326929374524,3.306684261280008,90002.0,286285.0,3.1808737583609252,71032.0,218010.0,3.0691800878477307,-4.0,1066.5160103948183
2024-01-09 16:00:00+00:00,10030.0,42079.0,38726.0,144483.0,103740.0,343701.0,4.19531405782652,3.730904302019315,3.3131000578369,93710.0,301622.0,3.2186746345107244,65014.0,199218.0,3.064232319192789,-4.4,1077.3088095244957
2024-01-09 17:00:00+00:00,12294.0,48623.0,39848.0,147612.0,111141.0,350630.0,3.9550187083129984,3.7043766311985546,3.154821353056028,98847.0,302007.0,3.0552975811102008,71293.0,203018.0,2.8476568527064368,-5.1,1093.368833062348
2024-01-09 18:00:00+00:00,15252.0,58568.0,45295.0,162887.0,114769.0,370535.0,3.8400209808549697,3.596136438900541,3.2285286096419763,99517.0,311967.0,3.1348111377955523,69474.0,207648.0,2.9888591415493564,-6.1,1049.6339902757195
2024-01-09 19:00:00+00:00,10943.0,39528.0,35883.0,121625.0,102108.0,316106.0,3.6121721648542446,3.3894880584120615,3.095800524934383,91165.0,276578.0,3.033817802884879,66225.0,194481.0,2.936670441676104,-6.8,1055.4271240456387
2024-01-09 20:00:00+00:00,12616.0,50581.0,40245.0,148753.0,118250.0,362019.0,4.0092739378566895,3.696185861597714,3.0614714587737843,105634.0,311438.0,2.948274229888104,78005.0,213266.0,2.734004230498045,-7.1,1058.7735557183155
2024-01-09 21:00:00+00:00,11508.0,44681.0,36664.0,129906.0,111634.0,338405.0,3.882603406326034,3.543148592624918,3.0313793288782986,100126.0,293724.0,2.9335437348940334,74970.0,208499.0,2.7810991063091905,-7.1,1044.7167163291208
2024-01-09 22:00:00+00:00,10479.0,38833.0,30793.0,112896.0,75045.0,238782.0,3.705792537455864,3.6662877926801545,3.18185088946632,64566.0,199949.0,3.0968156614936655,44252.0,125886.0,2.8447527795353884,-6.9,1028.37960675092
2024-01-09 23:00:00+00:00,11962.0,47835.0,30561.0,111623.0,68056.0,214950.0,3.998913225213175,3.652465560681915,3.1584283531209594,56094.0,167115.0,2.9791956358968874,37495.0,103327.0,2.7557541005467394,-6.6,1004.964772516269
2024-01-10 00:00:00+00:00,11642.0,44296.0,38826.0,138405.0,92239.0,283316.0,3.804844528431541,3.5647504249729565,3.0715424061405696,80597.0,239020.0,2.9656190677072347,53413.0,144911.0,2.7130286634339953,-6.4,987.3933929407148
2024-01-10 01:00:00+00:00,11530.0,43172.0,36478.0,127322.0,95989.0,293173.0,3.7443191673894187,3.490377761938703,3.054235381137422,84459.0,250001.0,2.9600279425520073,59511.0,165851.0,2.7868965401354373,-6.3,979.6199439914036
2024-01-10 02:00:00+00:00,12489.0,45721.0,41306.0,132906.0,117437.0,341478.0,3.660901593402194,3.2175955067060475,2.907754796188595,104948.0,295757.0,2.8181289781606127,76131.0,208572.0,2.739646136265122,-5.6,1020.6673876807448
2024-01-10 03:00:00+00:00,13120.0,47046.0,41328.0,133587.0,113314.0,327273.0,3.5858231707317074,3.2323606271777003,2.8881956333727516,100194.0,280227.0,2.796844122402539,71986.0,193686.0,2.6906065068207705,-5.5,1052.8374832890206
2024-01-10 04:00:00+00:00,15328.0,54546.0,46450.0,155171.0,121894.0,343561.0,3.5585855949895615,3.3406027987082885,2.8185226508277683,106566.0,289015.0,2.712075145918961,75444.0,188390.0,2.4970839298022374,-5.3,1118.9187056828705
