timestamp,top20elec,top20heat,top50elec,top50heat,allelec,allheat
2024-01-24T01:00:00+00:00,7868,37554,25130,115313,51572,205014
2024-01-24T02:00:00+00:00,10114,47591,26338,122597,46038,196724
2024-01-24T03:00:00+00:00,10300,46964,28435,122948,47943,196847
2024-01-24T04:00:00+00:00,11749,48733,26322,111749,69197,264277
2024-01-24T05:00:00+00:00,8568,40070,22962,108652,68862,275695
2024-01-24T06:00:00+00:00,8526,40664,22362,106852,65840,281457
2024-01-24T07:00:00+00:00,10309,50722,28611,130956,67466,282707
2024-01-24T08:00:00+00:00,9030,47144,23085,114349,54781,239972
2024-01-24T09:00:00+00:00,8300,40574,25094,109184,54727,228367
2024-01-24T10:00:00+00:00,8353,41341,19711,96362,48229,210572
2024-01-24T11:00:00+00:00,8103,36882,21108,87819,52157,201740
2024-01-24T12:00:00+00:00,9446,40800,21477,92793,49325,197801
2024-01-24T13:00:00+00:00,5340,26191,17811,79543,58095,214167
2024-01-24T14:00:00+00:00,8318,41693,22450,102476,51126,220647
2024-01-24T15:00:00+00:00,8362,39359,22397,105755,54543,228781
2024-01-24T16:00:00+00:00,9993,48939,22498,108856,53898,234793
2024-01-24T17:00:00+00:00,8787,45188,23049,112752,50453,209384
2024-01-24T18:00:00+00:00,8706,42539,25239,116247,55711,239121
2024-01-24T19:00:00+00:00,8072,38368,27503,117115,62934,247598
2024-01-24T20:00:00+00:00,9979,42997,25681,114368,59667,238449
2024-01-24T21:00:00+00:00,9168,43611,22521,99736,58426,231763
2024-01-24T22:00:00+00:00,8308,37555,19490,86823,44008,176606
2024-01-24T23:00:00+00:00,8160,36972,17722,79592,39425,151733
2024-01-25T00:00:00+00:00,7967,37324,26112,106906,51723,194265
2024-01-25T01:00:00+00:00,8409,39575,26264,106288,57398,210253
2024-01-25T02:00:00+00:00,10004,41576,30870,121224,65583,236298
2024-01-25T03:00:00+00:00,9943,43209,31797,121948,64597,230766
2024-01-25T04:00:00+00:00,9022,36752,27199,108554,74202,261132
2024-01-25T05:00:00+00:00,8358,39998,23751,98018,73202,278286
2024-01-25T06:00:00+00:00,9749,41781,21897,93981,72941,277242
2024-01-25T07:00:00+00:00,12519,59516,30155,134357,75843,309172
2024-01-25T08:00:00+00:00,11431,50390,25578,116560,63516,274018
2024-01-25T09:00:00+00:00,6765,36250,26859,128796,63974,280795
2024-01-25T10:00:00+00:00,6292,33133,24358,116941,57481,252980
2024-01-25T11:00:00+00:00,6863,34116,21871,104081,58271,249125
2024-01-25T12:00:00+00:00,5583,29819,20168,94657,48513,212185
2024-01-25T13:00:00+00:00,5633,31117,18210,86196,52112,217808
2024-01-25T14:00:00+00:00,6297,33416,17504,84602,46394,211642
2024-01-25T15:00:00+00:00,7674,40525,18009,92741,53815,247590
2024-01-25T16:00:00+00:00,8302,37867,18684,88541,47795,216366
2024-01-25T17:00:00+00:00,7455,32408,21836,91910,46809,188241
2024-01-25T18:00:00+00:00,9121,37137,25404,117005,49663,225304
2024-01-25T19:00:00+00:00,4333,24455,19573,100633,48021,224494
2024-01-25T20:00:00+00:00,7345,33301,21062,99228,48556,216741
2024-01-25T21:00:00+00:00,8314,41418,19207,97367,39880,188120
2024-01-25T22:00:00+00:00,4843,24010,12717,64516,27687,116590
2024-01-25T23:00:00+00:00,4965,24654,14408,69869,30383,133150
2024-01-26T00:00:00+00:00,5591,31090,12717,68919,24839,112067
2024-01-26T01:00:00+00:00,5875,29459,19004,93691,44885,188285
2024-01-26T02:00:00+00:00,6688,28464,16726,81020,34188,145378
2024-01-26T03:00:00+00:00,8444,42048,22911,107457,52283,205474
2024-01-26T04:00:00+00:00,10456,44442,24674,112253,59179,248354
2024-01-26T05:00:00+00:00,9612,45412,21001,99929,65392,257709
2024-01-26T06:00:00+00:00,8849,40096,24463,112609,72640,292444
2024-01-26T07:00:00+00:00,13037,59082,27346,122611,80116,313265
2024-01-26T08:00:00+00:00,12351,53143,26850,109823,71961,264874
2024-01-26T09:00:00+00:00,12637,56156,26282,111430,67107,258925
2024-01-26T10:00:00+00:00,11261,51116,25811,110921,64456,248276
2024-01-26T11:00:00+00:00,12248,56763,20822,94152,57094,226521
2024-01-26T12:00:00+00:00,10105,48790,22402,100706,53145,208032
2024-01-26T13:00:00+00:00,10357,49244,22011,96680,58158,214980
2024-01-26T14:00:00+00:00,9610,45047,26593,116274,62191,240192
2024-01-26T15:00:00+00:00,11224,51258,24761,112097,63806,252484
2024-01-26T16:00:00+00:00,11448,55588,25000,115761,59683,246281
2024-01-26T17:00:00+00:00,10470,49325,28628,126422,69969,261357
2024-01-26T18:00:00+00:00,11882,54709,32835,135248,67352,253248
2024-01-26T19:00:00+00:00,11758,53229,30741,129362,72914,276741
2024-01-26T20:00:00+00:00,15272,59143,35954,137143,75969,272028
2024-01-26T21:00:00+00:00,14210,61530,29928,124901,73661,267966
2024-01-26T22:00:00+00:00,9925,43303,22860,95962,58998,216299
2024-01-26T23:00:00+00:00,10041,44170,24544,94921,62945,218498
2024-01-27T00:00:00+00:00,12919,55741,30580,120025,57697,199976
2024-01-27T01:00:00+00:00,15335,63132,35838,131639,66799,230557
2024-01-27T02:00:00+00:00,17108,65990,42413,148987,86461,289113
2024-01-27T03:00:00+00:00,18056,69940,42843,157867,89122,299728
2024-01-27T04:00:00+00:00,18007,62100,41357,148245,94677,303935
2024-01-27T05:00:00+00:00,17166,59473,38653,134523,94555,293118
2024-01-27T06:00:00+00:00,15709,56817,35212,124310,95684,307350
2024-01-27T07:00:00+00:00,14698,63386,36941,137713,98549,308253
2024-01-27T08:00:00+00:00,15891,63424,45100,163636,109092,354502
2024-01-27T09:00:00+00:00,14147,59044,38342,150590,91929,322689
2024-01-27T10:00:00+00:00,11522,51935,35053,140775,91641,323291
2024-01-27T11:00:00+00:00,10527,45761,24827,103535,75093,280914
2024-01-27T12:00:00+00:00,11406,48241,29567,124877,71358,283036
2024-01-27T13:00:00+00:00,8134,40324,22629,100947,68096,263001
2024-01-27T14:00:00+00:00,11058,54428,24944,114121,60461,247972
2024-01-27T15:00:00+00:00,9849,44625,25994,113166,73001,279315
2024-01-27T16:00:00+00:00,9849,46683,21926,102010,56900,242133
2024-01-27T17:00:00+00:00,8795,41666,23194,104840,60401,233658
2024-01-27T18:00:00+00:00,9675,47219,27629,124010,61377,247603
2024-01-27T19:00:00+00:00,14730,62250,32769,140792,76013,294817
2024-01-27T20:00:00+00:00,10959,51644,29782,129660,70352,278891
2024-01-27T21:00:00+00:00,13197,63572,27368,122661,67607,267169
2024-01-27T22:00:00+00:00,10947,51803,27021,115052,63297,243762
2024-01-27T23:00:00+00:00,10888,48943,23874,98478,50909,191979
2024-01-28T00:00:00+00:00,10742,50999,27711,115365,51061,199587
2024-01-28T01:00:00+00:00,12619,58041,35389,148354,70048,250231
2024-01-28T02:00:00+00:00,14395,61923,37885,144235,74210,262211
2024-01-28T03:00:00+00:00,13312,60307,36479,144925,84712,314454
2024-01-28T04:00:00+00:00,16776,65105,38779,144739,83334,280685
2024-01-28T05:00:00+00:00,12636,55068,31937,131854,78468,285479
2024-01-28T06:00:00+00:00,13880,59237,31287,129745,83131,301409
2024-01-28T07:00:00+00:00,11086,56013,29205,129199,87362,318101
2024-01-28T08:00:00+00:00,16522,70729,37664,152119,92792,332043
2024-01-28T09:00:00+00:00,12065,56883,30506,129877,78755,300020
2024-01-28T10:00:00+00:00,11042,49157,29944,118660,75116,288179
2024-01-28T11:00:00+00:00,6965,34819,22194,94262,56323,224506
2024-01-28T12:00:00+00:00,7402,38647,23812,108011,59455,239502
2024-01-28T13:00:00+00:00,6154,30919,20191,88237,65033,245667
2024-01-28T14:00:00+00:00,7927,39753,23407,105212,53240,225583
2024-01-28T15:00:00+00:00,7199,35220,20503,96847,58925,246947
2024-01-28T16:00:00+00:00,8728,47477,19568,99263,51734,231700
2024-01-28T17:00:00+00:00,8724,44136,26850,126436,58786,244843
2024-01-28T18:00:00+00:00,6851,37960,26345,124131,57822,234858
2024-01-28T19:00:00+00:00,5824,29744,23738,107574,60937,250415
2024-01-28T20:00:00+00:00,8484,45811,22563,110379,55944,235600
2024-01-28T21:00:00+00:00,9324,51316,17974,93442,43829,199357
2024-01-28T22:00:00+00:00,9048,43507,16258,77557,31902,142082
2024-01-28T23:00:00+00:00,4732,25367,10650,54499,28510,114791
2024-01-29T00:00:00+00:00,6207,28295,16961,79024,32686,133339
2024-01-29T01:00:00+00:00,7630,40636,21479,97711,51020,209302
2024-01-29T02:00:00+00:00,11476,52145,27352,125174,47900,198190
2024-01-29T03:00:00+00:00,9686,43294,26915,116031,50737,204494
2024-01-29T04:00:00+00:00,9466,42390,21704,99386,55666,219688
2024-01-29T05:00:00+00:00,9168,43647,21545,98721,60234,243306
2024-01-29T06:00:00+00:00,5381,26948,15470,76937,52003,229398
2024-01-29T07:00:00+00:00,8856,47148,24068,114977,60889,262744
2024-01-29T08:00:00+00:00,9119,47079,22588,110215,53790,241638
2024-01-29T09:00:00+00:00,8448,40412,20503,95773,49688,216591
2024-01-29T10:00:00+00:00,9007,45141,21745,106304,49360,222873
2024-01-29T11:00:00+00:00,7533,39957,15447,78734,47790,204474
2024-01-29T12:00:00+00:00,8428,41808,23526,101991,46634,192101
2024-01-29T13:00:00+00:00,5150,26329,17623,82960,64528,239883
2024-01-29T14:00:00+00:00,8720,45349,20427,95803,56128,238793
2024-01-29T15:00:00+00:00,8514,43300,17089,86322,56228,237699
2024-01-29T16:00:00+00:00,6401,32894,15764,77599,41093,177110
2024-01-29T17:00:00+00:00,9176,49705,23632,110575,53404,213932
2024-01-29T18:00:00+00:00,5030,25603,17816,82029,43753,191171
2024-01-29T19:00:00+00:00,7384,37748,22909,105011,58162,244381
2024-01-29T20:00:00+00:00,10629,55712,23214,116533,48535,220165
2024-01-29T21:00:00+00:00,11304,52283,18752,87903,43441,186126
2024-01-29T22:00:00+00:00,5379,25243,13000,62240,29220,124088
2024-01-29T23:00:00+00:00,5595,27056,13846,65343,29072,118753
2024-01-30T00:00:00+00:00,7923,39264,15826,77642,36198,151901
2024-01-30T01:00:00+00:00,8297,36769,19239,83855,45442,173410
2024-01-30T02:00:00+00:00,10450,46797,25693,114093,49377,203539
2024-01-30T03:00:00+00:00,11703,51941,25692,113050,57309,227567
2024-01-30T04:00:00+00:00,14124,54808,29007,121848,69400,251394
2024-01-30T05:00:00+00:00,9161,42326,24572,117921,75414,304132
2024-01-30T06:00:00+00:00,10920,49164,24107,110340,68601,280495
2024-01-30T07:00:00+00:00,15717,74556,28612,133583,80170,315780
2024-01-30T08:00:00+00:00,13266,63625,28416,130768,73250,291820
2024-01-30T09:00:00+00:00,11889,56272,29637,136940,69908,282375
2024-01-30T10:00:00+00:00,11377,56718,25651,120080,66639,276972
2024-01-30T11:00:00+00:00,10577,52243,21775,105427,57334,236426
2024-01-30T12:00:00+00:00,10320,46994,26344,119364,58394,234241
2024-01-30T13:00:00+00:00,8435,41710,25623,110905,71334,256500
2024-01-30T14:00:00+00:00,11520,53916,30118,123954,68488,265336
2024-01-30T15:00:00+00:00,13666,54557,28017,118639,68879,265716
2024-01-30T16:00:00+00:00,10645,51630,24687,114266,59581,245654
2024-01-30T17:00:00+00:00,10953,50453,26281,115607,69670,268608
2024-01-30T18:00:00+00:00,9428,39887,23529,98262,63363,231857
2024-01-30T19:00:00+00:00,11405,49527,27941,116756,72588,271818
2024-01-30T20:00:00+00:00,12677,52912,27629,110896,72872,261248
2024-01-30T21:00:00+00:00,18048,71699,31580,120792,75102,268699
2024-01-30T22:00:00+00:00,13421,56165,27972,115750,60987,231257
2024-01-30T23:00:00+00:00,12247,49223,26263,101045,58493,199361
2024-01-31T00:00:00+00:00,14460,61488,29471,115311,58989,202650
2024-01-31T01:00:00+00:00,14897,61246,32902,125031,76647,255693
2024-01-31T02:00:00+00:00,15640,60443,41684,147823,84764,273736
2024-01-31T03:00:00+00:00,18535,65001,47601,151966,92221,289345
2024-01-31T04:00:00+00:00,18502,66004,38604,139944,95256,307650
2024-01-31T05:00:00+00:00,17015,59547,36985,140428,86755,300116
2024-01-31T06:00:00+00:00,18513,71378,37605,140853,94256,329077
2024-01-31T07:00:00+00:00,16347,67022,33744,134146,99422,343539
2024-01-31T08:00:00+00:00,15181,59838,39637,164217,94145,345543
2024-01-31T09:00:00+00:00,13300,55989,40575,158315,91499,329952
2024-01-31T10:00:00+00:00,12935,55541,33318,144538,79234,308806
2024-01-31T11:00:00+00:00,11674,56434,27784,125424,73858,294916
2024-01-31T12:00:00+00:00,7801,38733,26009,116976,66048,268760
2024-01-31T13:00:00+00:00,7210,37192,24224,102831,76262,281528
2024-01-31T14:00:00+00:00,10310,50309,26333,121152,66781,291004
2024-01-31T15:00:00+00:00,9789,47940,26164,120777,69441,288546
2024-01-31T16:00:00+00:00,9204,47782,21320,105394,51720,235413
2024-01-31T17:00:00+00:00,8389,44744,23668,114579,59918,257986
2024-01-31T18:00:00+00:00,7809,40150,19681,100637,51907,225349
2024-01-31T19:00:00+00:00,7481,38479,20345,102134,48814,215298
2024-01-31T20:00:00+00:00,10822,55426,25768,128828,55386,248352
2024-01-31T21:00:00+00:00,9634,46410,21396,103310,50492,214459
2024-01-31T22:00:00+00:00,7923,38190,18302,87547,41517,180388
2024-01-31T23:00:00+00:00,9841,47551,18676,88572,41073,172539
2024-02-01T00:00:00+00:00,null,null,null,null,null,null
